sentences,label
"refer to the instructions in the april 16, 2001 letter emailed to the wscc area coordinators.",0
can you confirm that these reservations are ok so our two portland traders can make plane reservations.,1
complete this task by eod.,1
i agree with you that your f iles are highly confidential and no one should have access unless you so de signate.,0
backout: revert back to old ios.,0
doak bishop 7137513205 walter driver 4045724799 john keffer 7137513255 christine b. la follette 7137513239 bobby meadows 7132767370 mike perrin 7137513207,0
please let me know if you have any questions or need additional information thanks carlos,1
"of his option book, the prior day portion of the calc.",0
"kevin, can you have johnny mcgee in row look into this?",1
t. would you please send runner to get this?,1
azurix extends waterworks concession 3mths.,0
the pipeline group asked ferc to clarify some lan guage in the rule to allay concerns.,0
if there are a couple most active we can put those on the top of the list.,0
please see me or send me an email if you are interested and we will make scheduling arrangements.,1
please stay in touch so i can help with your next rotation.,1
", wrote to ferc chairman cur t20 hebert on tuesday urging him to expand the order.",0
it was good to see a lot of people i haven't seen in a long time.,0
the oes fire and rescue emergency operations center in sacramento will remain activated 24hours a day to coordinate statewide fire and rescue efforts.,0
"if you know of others who should join the call, please forward them the dialin information.",0
all information contained herein should be independe ntly verified by you with the advertising company or with monitored company or any other sources you prefer.,0
"please ""save the date"" on your calendars as your participation is greatly appreciated.",1
phillip see attached as per your request.,0
i lost 8 pounds in one week!,0
please review and provide me with any comments that you may have.,1
We can record our own voice and then use it for our app,1
please call me at x58416 if you have any questions.,1
please talk to him regarding credit issues and let me know.,1
what's your availability and do you want me to poll the rest of the group or will you?,1
please don't hesitate to contact me with any questions you may have or requests for additional information.,1
wine cellars glassware unique gifts home decor laguiole serve & preserve corkscrews barware this offer may not be combined with any other offer.,0
"as a reminder, your username is mtaylo1 and your password is oberon.",0
"please choose ""disagree"" if you do not wish to start the application.",1
"please provide your comments by noon, tuesday, september 19, 2000. ?",1
"kay, please add these in for the final circulation.",1
bob: work with me on this.,0
the net effect of combining the swap cash flows with actual purchases of ammonia feedstock is a fixed price of $100/ton.,0
